Name,City,Country,Region,Term,GPA,Advisor,College,Credits,Costs,SAPA,About
UF in Eswatini,Mbabane,Eswatini,Africa,Summer C,2.3,Cristy Dodson,Veternary,8,3458,No,Veternary
UF in Ethiopia,Addis Ababa,Ethiopia,Africa,Fall,3.9,Cristy Dodson,Veternary,8,8699,No,Veternary
UF in Fiji,Suva,Fiji,Australia/Pacific Islands,Summer A,3.4,Emma Stetter,Veternary,12,14357,No,Veternary
UF in Finland,Helsinki,Finland,Europe,Summer A,2.6,Cristy Dodson,Veternary,15,3786,No,Veternary
UF in France,Paris,France,Europe,Summer C,1.6,Cristy Dodson,Veternary,5,9118,No,Veternary
UF in Gabon,Libreville,Gabon,Africa,Summer B,2.2,Cristy Dodson,Veternary,5,9123,No,Veternary
UF in Gambia,Banjul,Gambia,Africa,Summer B,2.1,Cristy Dodson,Veternary,1,6880,No,Veternary
UF in Georgia,Tbilisi,Georgia,Asia,Fall,3.8,Maria Salay,Veternary,7,4717,No,Veternary
UF in Germany,Berlin,Germany,Europe,Summer A,1.1,Morgan Williams-Franklin,Veternary,8,9076,No,Veternary
UF in Ghana,Accra,Ghana,Africa,Summer A,2.7,Cristy Dodson,Veternary,15,12044,No,Veternary
UF in Greece,Athens,Greece,Europe,Summer B,3,Jill Ranaivoson,Veternary,13,4328,No,Veternary
UF in Grenada,Saint George's,Grenada,North America,Summer C,3.7,Lisa Dias,Veternary,15,6137,No,Veternary
UF in Guatemala,Gautemala City,Guatemala,North America,Summer C,1.8,Lisa Dias,Veternary,9,4230,No,Veternary
UF in Guinea,Conakry,Guinea,Africa,Summer A,3,Cristy Dodson,Veternary,9,6260,No,Veternary
UF in Guinea-Bissau,Bissau,Guinea-Bissau,Africa,Summer A,2.1,Cristy Dodson,Veternary,4,6200,No,Veternary
UF in Guyana,Georgetown,Guyana,South America,Summer B,3.9,Lisa Dias,Veternary,1,7074,No,Veternary
UF in Haiti,Port au Prince,Haiti,North America,Summer B,2.9,Lisa Dias,Veternary,15,7319,No,Veternary
UF in Honduras,Tegucigalpa,Honduras,North America,Summer B,2.7,Lisa Dias,Veternary,14,10567,No,Veternary
UF in Hungary,Budapest,Hungary,Europe,Fall,3.2,Cristy Dodson,Veternary,1,7619,No,Veternary
UF in Iceland,Reykjavik,Iceland,Europe,Summer C,3.9,Cristy Dodson,Veternary,8,10490,No,Veternary
UF in India,New Delhi,India,Asia,Spring,1.8,Maria Salay,Veternary,12,9287,No,Veternary
UF in Indonesia,Jakarta,Indonesia,Asia,Spring,1.6,Maria Salay,Veternary,6,8112,No,Veternary
UF in Iran,Tehran,Iran,Asia,Fall,2.7,Maria Salay,Veternary,11,3422,No,Veternary
UF in Iraq,Baghdad,Iraq,Asia,Summer B,1.5,Maria Salay,Veternary,6,3521,No,Veternary
UF in Ireland,Dublin,Ireland,Europe,Summer B,1.2,Emma Stetter,Veternary,14,11441,No,Veternary
UF in Israel,Jerusalem,Israel,Asia,Spring,2.6,Maria Salay,Veternary,14,3959,No,Veternary
UF in Italy,Rome,Italy,Europe,Summer A,3.3,Morgan Williams-Franklin,Veternary,13,13189,No,Veternary
UF in Jamaica,Kingston,Jamaica,North America,Fall,3.6,Lisa Dias,Veternary,4,5739,No,Veternary
UF in Japan,Tokyo,Japan,Asia,Spring,3.4,Maria Salay,Veternary,8,8657,No,Veternary
UF in Jordan,Amman,Jordan,Asia,Summer B,1.4,Maria Salay,Veternary,5,6738,No,Veternary
UF in Kazakhstan,Astana,Kazakhstan,Asia,Spring,2.9,Maria Salay,Veternary,1,4886,No,Veternary
UF in Kenya,Nairobi,Kenya,Africa,Summer A,3.3,Cristy Dodson,Veternary,4,3265,No,Veternary
UF in Korea,Pyongyang,Korea,Asia,Summer A,2.8,Cristy Dodson,Veternary,10,3359,No,Veternary
UF in Kosovo,Pristina,Kosovo,Europe,Fall,2.1,Cristy Dodson,Veternary,5,4723,No,Veternary
UF in Kuwait,Kuwait City,Kuwait,Asia,Fall,2.9,Maria Salay,Veternary,8,10621,No,Veternary
UF in Kyrgyzstan,Bishkek,Kyrgyzstan,Asia,Fall,3.7,Maria Salay,Veternary,12,8486,No,Veternary
UF in Laos,Vientaine,Laos,Asia,Summer C,3.7,Maria Salay,Veternary,2,9314,No,Veternary
UF in Latvia,Riga,Latvia,Europe,Summer A,3.6,Cristy Dodson,Veternary,13,11752,No,Veternary
UF in Lebanon,Beirut,Lebanon,Asia,Spring,1.7,Maria Salay,Veternary,7,9567,No,Veternary
UF in Lesotho,Maseru,Lesotho,Africa,Summer B,2.6,Cristy Dodson,Veternary,11,12256,No,Veternary
UF in Liberia,Monrovia,Liberia,Africa,Summer B,3.8,Cristy Dodson,Veternary,4,9082,No,Veternary
UF in Libya,Tripoli,Libya,Africa,Fall,3.2,Cristy Dodson,Veternary,2,8834,No,Veternary
UF in Liechtenstein,Vaduz,Liechtenstein,Europe,Summer B,1.4,Cristy Dodson,Veternary,2,8013,No,Veternary
UF in Lithuania,Vilnius,Lithuania,Europe,Summer C,2.3,Cristy Dodson,Veternary,3,9764,No,Veternary
UF in Luxembourg,Luxembourg,Luxembourg,Europe,Summer C,3.3,Cristy Dodson,Veternary,13,4770,No,Veternary
UF in Madagascar,Antananarivo,Madagascar,Africa,Summer C,1.7,Cristy Dodson,Veternary,14,8688,No,Veternary
UF in Malawi,Lilongwe,Malawi,Africa,Spring,3.5,Cristy Dodson,Veternary,4,10452,No,Veternary
UF in Malaysia,Kuala Lumpur,Malaysia,Asia,Summer C,3.3,Maria Salay,Veternary,3,11148,No,Veternary
UF in Maldives,Male,Maldives,Asia,Summer C,1.2,Maria Salay,Veternary,2,4239,No,Veternary
UF in Mali,Bamako,Mali,Africa,Summer B,2.3,Cristy Dodson,Veternary,4,11223,No,Veternary
UF in Malta,Valletta,Malta,Europe,Summer C,2.6,Cristy Dodson,Veternary,4,3229,No,Veternary
UF in Marshall Islands,Majuro,Marshall Islands,Australia/Pacific Islands,Summer C,2.5,Emma Stetter,Veternary,1,3123,No,Veternary
UF in Mauritania,Nouakchott,Mauritania,Africa,Fall,1.5,Cristy Dodson,Veternary,14,11051,No,Veternary
UF in Mauritius,Port Louis,Mauritius,Africa,Summer A,1.5,Cristy Dodson,Veternary,1,14107,No,Veternary
UF in Mexico,Mexico City,Mexico,North America,Summer B,1.1,Lisa Dias,Veternary,2,12605,No,Veternary
UF in Micronesia,Palikir,Micronesia,Australia/Pacific Islands,Summer C,2.4,Emma Stetter,Veternary,12,4694,No,Veternary
UF in Moldova,Chisinau,Moldova,Europe,Spring,4,Cristy Dodson,Veternary,14,10242,No,Veternary
UF in Monaco,Monaco,Monaco,Europe,Summer C,1.2,Cristy Dodson,Veternary,14,11456,No,Veternary
UF in Mongolia,Ulaanbaatar,Mongolia,Asia,Summer B,1.7,Maria Salay,Veternary,8,11007,No,Veternary
UF in Montenegro,Podgorica,Montenegro,Europe,Spring,1.6,Cristy Dodson,Veternary,14,10820,No,Veternary
UF in Morocco,Rabat,Morocco,Africa,Summer B,3.6,Cristy Dodson,Veternary,12,5394,No,Veternary
UF in Mozambique,Maputo,Mozambique,Africa,Spring,2.7,Cristy Dodson,Veternary,14,10199,No,Veternary
UF in Namibia,Windhoek,Namibia,Africa,Summer C,3.2,Cristy Dodson,Veternary,4,12784,No,Veternary
UF in Nauru,N/A,Nauru,Australia/Pacific Islands,Fall,2.1,Emma Stetter,Veternary,1,8010,No,Veternary
UF in Nepal,Kathmandu,Nepal,Asia,Spring,2,Maria Salay,Veternary,10,13118,No,Veternary
UF in Netherlands,Amsterdam,Netherlands,Europe,Summer A,2.4,Cristy Dodson,Veternary,11,12279,No,Veternary
UF in New Zealand,Wellington,New Zealand,Australia/Pacific Islands,Summer A,2.1,Emma Stetter,Veternary,6,7807,No,Veternary
UF in Nicaragua,Managua,Nicaragua,North America,Summer A,3.7,Lisa Dias,Veternary,1,6692,No,Veternary
UF in Niger,Niamey,Niger,Africa,Summer B,3.3,Cristy Dodson,Veternary,2,8421,No,Veternary
UF in Nigeria,Abuja,Nigeria,Africa,Fall,3.1,Cristy Dodson,Veternary,2,7014,No,Veternary
UF in Niue,Alofi,Niue,Australia/Pacific Islands,Fall,1.7,Emma Stetter,Veternary,3,8484,No,Veternary
UF in North Macedonia,Skopje,North Macedonia,Europe,Summer B,3.5,Cristy Dodson,Veternary,2,8037,No,Veternary
UF in Norway,Oslo,Norway,Europe,Spring,1.8,Emma Frierson,Veternary,2,7405,No,Veternary
UF in Oman,Muscat,Oman,Asia,Summer B,3,Maria Salay,Veternary,15,9265,No,Veternary
UF in Pakistan,Islamabad,Pakistan,Asia,Summer C,3,Maria Salay,Veternary,4,7198,No,Veternary
UF in Palau,Melekeok,Palau,Australia/Pacific Islands,Spring,3.6,Emma Stetter,Veternary,10,7695,No,Veternary
UF in Panama,Panama City,Panama,North America,Spring,3.2,Lisa Dias,Veternary,14,12364,No,Veternary
UF in Papua New Guinea,Port Moresby,Papua New Guinea,Australia/Pacific Islands,Summer A,3.1,Emma Stetter,Veternary,11,3982,No,Veternary
UF in Paraguay,Asuncion,Paraguay,South America,Summer C,1.4,Lisa Dias,Veternary,15,7835,No,Veternary
UF in Peru,Lima,Peru,South America,Summer B,2.3,Lisa Dias,Veternary,11,3397,No,Veternary
UF in Philippines,Manila,Philippines,Asia,Fall,2.1,Maria Salay,Veternary,6,4371,No,Veternary
UF in Poland,Warsaw,Poland,Europe,Fall,1.1,Cristy Dodson,Veternary,2,7840,No,Veternary
UF in Portugal,Lisbon,Portugal,Europe,Fall,2,Lisa Dias,Veternary,10,12426,No,Veternary
UF in Qatar,Doha,Qatar,Asia,Spring,1.4,Maria Salay,Veternary,8,8941,No,Veternary
UF in Republic of Korea,Seoul,Republic of Korea,Asia,Spring,2.9,Maria Salay,Veternary,4,14873,No,Veternary
UF in Republic of the Congo,Brazzaville,Republic of the Congo,Africa,Fall,2.6,Cristy Dodson,Veternary,13,6214,No,Veternary
UF in Romania,Bucharest,Romania,Europe,Summer A,1.4,Cristy Dodson,Veternary,5,10237,No,Veternary
UF in Russia,Moscow,Russia,Asia,Spring,2.3,Maria Salay,Veternary,8,12879,No,Veternary
UF in Rwanda,Kigali,Rwanda,Africa,Summer C,1,Cristy Dodson,Veternary,4,11601,No,Veternary
UF in Saint Kitts and Nevis,Basseterre,Saint Kitts and Nevis,North America,Summer A,1.8,Lisa Dias,Veternary,3,7522,No,Veternary
UF in Saint Lucia,Castries,Saint Lucia,North America,Spring,2.1,Lisa Dias,Veternary,3,5044,No,Veternary
UF in Saint Vincent and the Grenadines,Kingstown,Saint Vincent and the Grenadines,North America,Summer C,1.6,Lisa Dias,Veternary,4,4824,No,Veternary
UF in Samoa,Apia,Samoa,Australia/Pacific Islands,Summer C,1.8,Emma Stetter,Veternary,7,6790,No,Veternary
UF in San Marino,San Marino,San Marino,Europe,Spring,3.8,Cristy Dodson,Veternary,2,6351,No,Veternary
UF in São Tomé and Príncipe,Sao Tome,São Tomé and Príncipe,Africa,Fall,1.4,Cristy Dodson,Veternary,11,6166,No,Veternary
UF in Saudi Arabia,Riyadh,Saudi Arabia,Asia,Spring,1.4,Maria Salay,Veternary,6,7395,No,Veternary
UF in Senegal,Dakar,Senegal,Africa,Summer A,1.8,Cristy Dodson,Veternary,1,4485,No,Veternary
UF in Serbia,Belgrade,Serbia,Europe,Summer B,1.4,Cristy Dodson,Veternary,3,11584,No,Veternary
UF in Seychelles,Victoria,Seychelles,Africa,Summer B,2.8,Cristy Dodson,Veternary,12,4569,No,Veternary
UF in Sierra Leone,Freetown,Sierra Leone,Africa,Summer A,1.1,Cristy Dodson,Veternary,2,8030,No,Veternary
UF in Singapore,Singapore,Singapore,Asia,Summer C,1.1,Maria Salay,Veternary,6,12669,No,Veternary
UF in Slovakia,Bratislava,Slovakia,Europe,Fall,2.2,Cristy Dodson,Veternary,7,4856,No,Veternary
UF in Slovenia,Ljubljana,Slovenia,Europe,Summer C,2.4,Cristy Dodson,Veternary,7,6578,No,Veternary
UF in Solomon Islands,Honiara,Solomon Islands,Australia/Pacific Islands,Spring,1.8,Emma Stetter,Veternary,3,14104,No,Veternary
UF in Somalia,Mogadishu,Somalia,Africa,Fall,2.1,Cristy Dodson,Veternary,1,3443,No,Veternary
UF in South Africa,Cape Town,South Africa,Africa,Summer A,2.7,Cristy Dodson,Veternary,9,6641,No,Veternary
UF in South Sudan,Juba,South Sudan,Africa,Summer B,3.5,Cristy Dodson,Veternary,3,9724,No,Veternary
UF in Spain,Madrid,Spain,Europe,Fall,2.9,Lisa Dias,Veternary,13,10658,No,Veternary
UF in Sri Lanka,Sri Jayawardenapura,Sri Lanka,Asia,Summer C,2.9,Maria Salay,Veternary,13,7327,No,Veternary
UF in Sudan,Khartoum,Sudan,Africa,Summer A,2.9,Cristy Dodson,Veternary,4,13767,No,Veternary
UF in Suriname,Paramaribo,Suriname,South America,Summer A,2.5,Lisa Dias,Veternary,2,12527,No,Veternary
UF in Sweden,Stockholm,Sweden,Europe,Summer B,2.2,Emma Frierson,Veternary,11,10154,No,Veternary
UF in Switzerland,Bern,Switzerland,Europe,Summer B,2.7,Morgan Williams-Franklin,Veternary,2,5156,No,Veternary
UF in Syria,Damascus,Syria,Asia,Summer A,3.4,Maria Salay,Veternary,1,3547,No,Veternary
UF in Tajikistan,Dushanbe,Tajikistan,Asia,Spring,2.9,Maria Salay,Veternary,9,9893,No,Veternary
UF in Tanzania,Dodoma,Tanzania,Africa,Summer C,1.4,Cristy Dodson,Veternary,15,12795,No,Veternary
UF in Thailand,Bangkok,Thailand,Asia,Summer B,3,Maria Salay,Veternary,14,6547,No,Veternary
UF in Timor-Leste,Dili,Timor-Leste,Asia,Summer C,2.3,Maria Salay,Veternary,4,13909,No,Veternary
UF in Togo,Lome,Togo,Africa,Summer A,2,Cristy Dodson,Veternary,9,8355,No,Veternary
UF in Tonga,Muku'alofa,Tonga,Australia/Pacific Islands,Spring,3.2,Emma Stetter,Veternary,5,12641,No,Veternary
UF in Trinidad and Tobago,Port of Spain,Trinidad and Tobago,North America,Summer B,2.5,Cristy Dodson,Veternary,12,11989,No,Veternary
UF in Tunisia,Tunis,Tunisia,Africa,Summer C,2.8,Cristy Dodson,Veternary,1,5627,No,Veternary
UF in Turkey,Ankara,Turkey,Asia,Summer A,3,Maria Salay,Veternary,7,3134,No,Veternary
UF in Turkmenistan,Ashgabat,Turkmenistan,Asia,Spring,2.7,Maria Salay,Veternary,10,11231,No,Veternary
UF in Tuvalu,Funafuti,Tuvalu,Australia/Pacific Islands,Summer C,2.5,Emma Stetter,Veternary,7,8194,No,Veternary
UF in Uganda,Kampala,Uganda,Africa,Spring,1.9,Cristy Dodson,Veternary,4,11654,No,Veternary
UF in Ukraine,Kyiv,Ukraine,Europe,Summer A,3.8,Cristy Dodson,Veternary,3,4793,No,Veternary
UF in United Arab Emirates,Abu Dhabi,United Arab Emirates,Asia,Summer A,1.3,Maria Salay,Veternary,3,6874,No,Veternary
UF in United Kingdom,London,United Kingdom,Europe,Fall,2.3,Emma Frierson,Veternary,11,12227,No,Veternary
UF in Uruguay,Montevideo,Uruguay,South America,Spring,1.7,Lisa Dias,Veternary,14,10401,No,Veternary
UF in Uzbekistan,Taskkent,Uzbekistan,Asia,Summer B,3,Maria Salay,Veternary,5,4100,No,Veternary
UF in Vanuatu,Port Vila,Vanuatu,Australia/Pacific Islands,Spring,1.3,Emma Stetter,Veternary,3,14073,No,Veternary
UF in Venezuela,Caracas,Venezuela,South America,Summer B,2.5,Lisa Dias,Veternary,2,10205,No,Veternary
UF in Vietnam,Hanoi,Vietnam,Asia,Summer C,2.9,Maria Salay,Veternary,14,13423,No,Veternary
UF in Yemen,Sana'a,Yemen,Asia,Spring,2.8,Maria Salay,Veternary,11,13722,No,Veternary
UF in Zambia,Lusaka,Zambia,Africa,Summer C,3,Maria Salay,Veternary,13,9786,No,Veternary
UF in Zimbabwe,Harare,Zimbabwe,Africa,Spring,1.2,Cristy Dodson,Veternary,8,3018,No,Veternary
UF in Afghanistan,Kabul,Afghanistan,Asia,Summer C,1.6,Maria Salay,CALS,5,8332,No,Agricultural Education and Communication
UF in Albania,Tirana,Albania,Europe,Summer C,1.5,Cristy Dodson,CALS,8,4406,No,Agricultural Operations Management
UF in Algeria,Algiers,Algeria,Africa,Summer C,1.3,Cristy Dodson,CALS,3,10922,No,Animal Science
UF in Andorra,Andorra la Vella,Andorra,Europe,Fall,1.3,Cristy Dodson,CALS,6,4799,No,Biological Engineering
UF in Angola,Luanda,Angola,Africa,Summer C,2.6,Cristy Dodson,CALS,7,14399,No,Biology
UF in Antigua and Barbuda,Saint John's,Antigua and Barbuda,North America,Fall,1.9,Lisa Dias,CALS,7,7840,No,Botany
UF in Argentina,Buenos Aires,Argentina,South America,Summer A,1.9,Lisa Dias,CALS,5,11279,No,Dietetics
UF in Armenia,Yerevan,Armenia,Asia,Summer B,3.5,Maria Salay,CALS,8,8017,No,Entomology and Nemotology
UF in Australia,Canberra,Australia,Australia/Pacific Islands,Summer B,1.8,Emma Stetter,CALS,8,9229,No,Environmental Management in Agriculture and Natural Resources
UF in Austria,Vienna,Austria,Europe,Summer C,3.8,Morgan Williams-Franklin,CALS,1,5662,No,Environmental Science
UF in Azerbaijan,Baku,Azerbaijan,Asia,Summer B,3.1,Maria Salay,CALS,8,4665,No,"Family, Youth and Community Sciences"
UF in Bahamas,Nassau,Bahamas,North America,Summer B,1.5,Lisa Dias,CALS,6,12948,No,Food and Resource Economics
UF in Bahrain,Manama,Bahrain,Asia,Summer B,3.5,Maria Salay,CALS,14,12129,No,Food Science
UF in Bangladesh,Dhaka,Bangladesh,Asia,Spring,2.9,Maria Salay,CALS,11,14424,No,Forest Resources and Conservation
UF in Barbados,Bridgetown,Barbados,North America,Spring,1.4,Lisa Dias,CALS,12,10742,No,Geomatics
UF in Belarus,Minsk,Belarus,Europe,Summer B,3.6,Cristy Dodson,CALS,7,5893,No,Marine Sciences
UF in Belgium,Brussels,Belgium,Europe,Fall,3.4,Cristy Dodson,CALS,8,8811,No,Microbiology and Cell Science
UF in Belize,Belmopan,Belize,North America,Spring,2.9,Lisa Dias,CALS,5,7124,No,Natural Resource Conservation
UF in Benin,Porto Novo,Benin,Africa,Summer B,2.9,Cristy Dodson,CALS,4,9585,No,Nutritional Sciences
UF in Bolivia,La Paz,Bolivia,South America,Summer B,1.3,Lisa Dias,CALS,2,7751,No,Plant Science
UF in Bosnia and Herzegovina,Sarajevo,Bosnia and Herzegovina,Europe,Summer C,3.8,Cristy Dodson,CALS,5,11155,No,"Soil, Water, and Ecosystem Sciences"
UF in Botswana,Gaborone,Botswana,Africa,Spring,3.1,Cristy Dodson,CALS,2,9185,No,Wildlife Ecology and Conservation
UF in Brazil,Brasilia,Brazil,South America,Spring,3.8,Lisa Dias,CALS,15,9372,No,Pre-Professional Majors
UF in Brunei,Bandar Seri Begawan,Brunei,Asia,Fall,1.4,Maria Salay,CALS,10,6723,No,Agricultural Education and Communication
UF in Bulgaria,Sofia,Bulgaria,Europe,Summer B,1.7,Cristy Dodson,CALS,1,8878,No,Agricultural Operations Management
UF in Burkina Faso,Ouagadougou,Burkina Faso,Africa,Summer B,3.7,Cristy Dodson,CALS,14,7802,No,Animal Science
UF in Burma,Nay Pyi Taw,Burma,Asia,Summer A,3.4,Maria Salay,CALS,1,8439,No,Biological Engineering
UF in Burundi,Gitega,Burundi,Africa,Summer C,1.4,Cristy Dodson,CALS,5,14920,No,Biology
UF in Cabo Verde,Praia,Cabo Verde,Africa,Summer B,1.7,Cristy Dodson,CALS,1,12475,No,Botany
UF in Cambodia,Phnom Penh,Cambodia,Asia,Fall,1.9,Maria Salay,CALS,13,12040,No,Dietetics
UF in Cameroon,Yaounde,Cameroon,Africa,Spring,1.8,Cristy Dodson,CALS,6,10768,No,Entomology and Nemotology
UF in Canada,Ottawa,Canada,North America,Summer B,3.5,Emma Stetter,CALS,1,14877,No,Environmental Management in Agriculture and Natural Resources
UF in Cayman Islands,George Town,Cayman Islands,North America,Summer B,3.5,Lisa Dias,CALS,5,5514,No,Environmental Science
UF in Central African Republic,Bangui,Central African Republic,Africa,Summer B,1.8,Cristy Dodson,CALS,11,6379,No,"Family, Youth and Community Sciences"
UF in Chad,N'Djamena,Chad,Africa,Fall,3.5,Cristy Dodson,CALS,14,10878,No,Food and Resource Economics
UF in Chile,Santiago,Chile,South America,Summer B,1.7,Lisa Dias,CALS,5,7458,No,Food Science
UF in China,Beijing,China,Asia,Spring,1.7,Maria Salay,CALS,14,8764,No,Forest Resources and Conservation
UF in Colombia,Bogota,Colombia,South America,Fall,2.8,Lisa Dias,CALS,7,8103,No,Geomatics
UF in Comoros,Moroni,Comoros,Africa,Summer A,2.9,Cristy Dodson,CALS,14,13382,No,Marine Sciences
UF in Cook Islands,Avarua,Cook Islands,Australia/Pacific Islands,Summer C,2.1,Emma Stetter,CALS,10,3777,No,Microbiology and Cell Science
UF in Costa Rica,San Jose,Costa Rica,North America,Fall,2.7,Lisa Dias,CALS,10,12054,No,Natural Resource Conservation
UF in Côte d’Ivoire,Yamoussoukro,Côte d’Ivoire,Africa,Spring,3.8,Cristy Dodson,CALS,15,5531,No,Nutritional Sciences
UF in Croatia,Zagreb,Croatia,Europe,Fall,2.9,Cristy Dodson,CALS,4,7426,No,Plant Science
UF in Cuba,Havana,Cuba,North America,Fall,2.7,Lisa Dias,CALS,4,12383,No,"Soil, Water, and Ecosystem Sciences"
UF in Cyprus,Nicosia,Cyprus,Asia,Summer A,1.7,Maria Salay,CALS,8,7841,No,Wildlife Ecology and Conservation
UF in Czechia,Prague,Czechia,Europe,Summer C,3.6,Cristy Dodson,CALS,1,10029,No,Pre-Professional Majors
UF in Democratic Republic of the Congo,Kinshasa,Democratic Republic of the Congo,Africa,Spring,2,Cristy Dodson,CALS,14,13098,No,Agricultural Education and Communication
UF in Denmark,Copenhagen,Denmark,Europe,Summer B,1.6,Emma Frierson,CALS,13,12049,No,Agricultural Operations Management
UF in Djibouti,Djibouti,Djibouti,Africa,Spring,2.1,Cristy Dodson,CALS,3,13365,No,Animal Science
UF in Dominica,Roseau,Dominica,North America,Summer B,1.4,Lisa Dias,CALS,9,3964,No,Biological Engineering
UF in Dominican Republic,Santo Domingo,Dominican Republic,North America,Summer C,2.1,Lisa Dias,CALS,9,3419,No,Biology
UF in Ecuador,Quito,Ecuador,South America,Spring,3.5,Lisa Dias,CALS,2,4045,No,Botany
UF in Egypt,Cairo,Egypt,Africa,Spring,2,Cristy Dodson,CALS,4,3114,No,Dietetics
UF in El Salvador,San Salvador,El Salvador,North America,Fall,1.5,Lisa Dias,CALS,11,8954,No,Entomology and Nemotology
UF in Equatorial Guinea,Malabo,Equatorial Guinea,Africa,Summer C,1.5,Cristy Dodson,CALS,3,12483,No,Environmental Management in Agriculture and Natural Resources
UF in Eritrea,Asmara,Eritrea,Africa,Spring,2.2,Cristy Dodson,CALS,11,13363,No,Environmental Science
UF in Estonia,Tallinn,Estonia,Europe,Summer A,2.3,Cristy Dodson,CALS,14,14020,No,"Family, Youth and Community Sciences"
UF in Eswatini,Mbabane,Eswatini,Africa,Summer A,3.4,Cristy Dodson,CALS,3,7068,No,Food and Resource Economics
UF in Ethiopia,Addis Ababa,Ethiopia,Africa,Summer B,1.5,Cristy Dodson,CALS,2,10711,No,Food Science
UF in Fiji,Suva,Fiji,Australia/Pacific Islands,Summer A,3.8,Emma Stetter,CALS,15,12975,No,Forest Resources and Conservation
UF in Finland,Helsinki,Finland,Europe,Summer A,2.7,Cristy Dodson,CALS,2,8927,No,Geomatics
UF in France,Paris,France,Europe,Summer A,2,Cristy Dodson,CALS,13,3640,No,Marine Sciences
UF in Gabon,Libreville,Gabon,Africa,Summer A,1.6,Cristy Dodson,CALS,12,7249,No,Microbiology and Cell Science
UF in Gambia,Banjul,Gambia,Africa,Spring,2.1,Cristy Dodson,CALS,9,7042,No,Natural Resource Conservation
UF in Georgia,Tbilisi,Georgia,Asia,Spring,3.3,Maria Salay,CALS,9,4278,No,Nutritional Sciences
UF in Germany,Berlin,Germany,Europe,Spring,3.4,Morgan Williams-Franklin,CALS,13,7548,No,Plant Science
UF in Ghana,Accra,Ghana,Africa,Fall,3.5,Cristy Dodson,CALS,6,12307,No,"Soil, Water, and Ecosystem Sciences"
UF in Greece,Athens,Greece,Europe,Fall,3.7,Jill Ranaivoson,CALS,4,3054,No,Wildlife Ecology and Conservation
UF in Grenada,Saint George's,Grenada,North America,Fall,3.1,Lisa Dias,CALS,6,3396,No,Pre-Professional Majors
UF in Guatemala,Gautemala City,Guatemala,North America,Fall,3.7,Lisa Dias,CALS,3,7945,No,Agricultural Education and Communication
UF in Guinea,Conakry,Guinea,Africa,Summer C,3.7,Cristy Dodson,CALS,11,14050,No,Agricultural Operations Management
UF in Guinea-Bissau,Bissau,Guinea-Bissau,Africa,Spring,2.7,Cristy Dodson,CALS,9,6946,No,Animal Science
UF in Guyana,Georgetown,Guyana,South America,Summer A,2.1,Lisa Dias,CALS,9,6879,No,Biological Engineering
UF in Haiti,Port au Prince,Haiti,North America,Fall,2.4,Lisa Dias,CALS,7,13305,No,Biology
UF in Honduras,Tegucigalpa,Honduras,North America,Fall,3,Lisa Dias,CALS,1,3655,No,Botany
UF in Hungary,Budapest,Hungary,Europe,Summer A,1.8,Cristy Dodson,CALS,12,11035,No,Dietetics
UF in Iceland,Reykjavik,Iceland,Europe,Summer B,1.2,Cristy Dodson,CALS,11,5930,No,Entomology and Nemotology
UF in India,New Delhi,India,Asia,Summer C,2.9,Maria Salay,CALS,13,13934,No,Environmental Management in Agriculture and Natural Resources
UF in Indonesia,Jakarta,Indonesia,Asia,Summer C,2.5,Maria Salay,CALS,15,5186,No,Environmental Science
UF in Iran,Tehran,Iran,Asia,Summer B,3,Maria Salay,CALS,9,7569,No,"Family, Youth and Community Sciences"
UF in Iraq,Baghdad,Iraq,Asia,Summer C,1.8,Maria Salay,CALS,13,3056,No,Food and Resource Economics
UF in Ireland,Dublin,Ireland,Europe,Summer B,1.4,Emma Stetter,CALS,12,12597,No,Food Science
UF in Israel,Jerusalem,Israel,Asia,Summer A,1.8,Maria Salay,CALS,7,7537,No,Forest Resources and Conservation
UF in Italy,Rome,Italy,Europe,Spring,1.5,Morgan Williams-Franklin,CALS,3,10154,No,Geomatics
UF in Jamaica,Kingston,Jamaica,North America,Summer C,2,Lisa Dias,CALS,10,8745,No,Marine Sciences
UF in Japan,Tokyo,Japan,Asia,Summer A,3.8,Maria Salay,CALS,6,6146,No,Microbiology and Cell Science
UF in Jordan,Amman,Jordan,Asia,Summer A,1.4,Maria Salay,CALS,10,7421,No,Natural Resource Conservation
UF in Kazakhstan,Astana,Kazakhstan,Asia,Fall,2,Maria Salay,CALS,4,11615,No,Nutritional Sciences
UF in Kenya,Nairobi,Kenya,Africa,Spring,2.6,Cristy Dodson,CALS,5,4944,No,Plant Science
UF in Korea,Pyongyang,Korea,Asia,Spring,2.1,Cristy Dodson,CALS,2,14066,No,"Soil, Water, and Ecosystem Sciences"
UF in Kosovo,Pristina,Kosovo,Europe,Summer B,1.2,Cristy Dodson,CALS,4,13140,No,Wildlife Ecology and Conservation
UF in Kuwait,Kuwait City,Kuwait,Asia,Summer C,3.1,Maria Salay,CALS,11,10849,No,Pre-Professional Majors
UF in Kyrgyzstan,Bishkek,Kyrgyzstan,Asia,Fall,2.3,Maria Salay,CALS,1,13329,No,Agricultural Education and Communication
UF in Laos,Vientaine,Laos,Asia,Fall,2.6,Maria Salay,CALS,2,8622,No,Agricultural Operations Management
UF in Latvia,Riga,Latvia,Europe,Summer A,1.7,Cristy Dodson,CALS,10,14304,No,Animal Science
